Date,Time,Weekday,CPU_Usage,Disk_Activity_KB,Idle
2025-03-22,13:54:52,Saturday,0.0,0.0,1
2025-03-22,13:54:59,Saturday,2.7,56.0,1
2025-03-22,13:55:05,Saturday,0.0,0.0,1
2025-03-22,13:55:11,Saturday,0.0,36.0,1
2025-03-22,13:55:17,Saturday,0.0,120.0,1
2025-03-22,13:55:23,Saturday,1.2,24.0,1
2025-03-22,13:55:29,Saturday,2.4,68.0,1
2025-03-22,13:55:35,Saturday,0.0,196.0,1
2025-03-22,13:55:41,Saturday,0.0,4.0,1
2025-03-22,13:55:47,Saturday,4.8,68.0,1
2025-03-22,13:55:54,Saturday,0.0,0.0,1
2025-03-22,13:56:00,Saturday,9.6,60.0,1
2025-03-22,13:56:06,Saturday,0.0,0.0,1
2025-03-22,13:56:12,Saturday,6.9,104.0,1
2025-03-22,13:56:18,Saturday,0.0,0.0,1
2025-03-22,13:56:24,Saturday,2.5,4.0,1
2025-03-22,13:56:30,Saturday,4.4,76.0,1
2025-03-22,13:56:36,Saturday,0.0,88.0,1
2025-03-22,13:56:42,Saturday,2.7,0.0,1
2025-03-22,13:56:49,Saturday,0.0,8.0,1
2025-03-22,13:56:55,Saturday,2.3,12.0,1
2025-03-22,13:57:01,Saturday,2.4,32.0,1
2025-03-22,13:57:07,Saturday,0.0,8.0,1
2025-03-22,13:57:13,Saturday,0.0,0.0,1
2025-03-22,13:57:19,Saturday,0.0,0.0,1
2025-03-22,13:57:25,Saturday,3.9,4.0,1
2025-03-22,13:57:31,Saturday,2.5,288.0,0
2025-03-22,13:57:37,Saturday,0.0,12.0,1
2025-03-22,13:57:44,Saturday,9.5,12.0,1
2025-03-22,13:57:50,Saturday,3.7,0.0,1
2025-03-22,13:57:56,Saturday,0.0,24.0,1
2025-03-22,13:58:02,Saturday,1.3,140.0,1
2025-03-22,13:58:08,Saturday,2.4,32.0,1
2025-03-22,13:58:14,Saturday,0.0,0.0,1
2025-03-22,13:58:20,Saturday,0.0,156.0,1
2025-03-22,13:58:26,Saturday,0.0,0.0,1
2025-03-22,13:58:32,Saturday,4.1,340.0,0
2025-03-22,13:58:38,Saturday,0.0,12.0,1
2025-03-22,13:58:45,Saturday,0.0,28.0,1
2025-03-22,13:58:51,Saturday,0.0,0.0,1
2025-03-22,13:58:57,Saturday,2.4,108.0,1
2025-03-22,13:59:03,Saturday,1.2,0.0,1
2025-03-22,13:59:09,Saturday,0.0,168.0,1
2025-03-22,13:59:15,Saturday,0.0,0.0,1
2025-03-22,13:59:21,Saturday,0.0,24.0,1
2025-03-22,13:59:27,Saturday,1.4,96.0,1
2025-03-22,13:59:33,Saturday,6.8,12.0,1
2025-03-22,13:59:40,Saturday,0.0,0.0,1
2025-03-22,13:59:46,Saturday,0.0,0.0,1
2025-03-22,13:59:52,Saturday,0.0,12.0,1
2025-03-22,13:59:58,Saturday,0.0,164.0,1
2025-03-22,14:00:04,Saturday,15.2,80.0,1
2025-03-22,14:00:10,Saturday,4.7,0.0,1
2025-03-22,14:00:16,Saturday,0.0,40.0,1
2025-03-22,14:00:22,Saturday,2.4,20.0,1
2025-03-22,14:00:28,Saturday,0.0,152.0,1
2025-03-22,14:00:35,Saturday,2.5,8.0,1
2025-03-22,14:00:41,Saturday,0.0,52.0,1
2025-03-22,14:00:47,Saturday,0.0,128.0,1
2025-03-22,14:00:53,Saturday,0.0,20.0,1
2025-03-22,14:00:59,Saturday,0.0,20.0,1
2025-03-22,14:01:05,Saturday,1.4,48.0,1
2025-03-22,14:01:11,Saturday,0.0,0.0,1
2025-03-22,14:01:17,Saturday,2.7,16.0,1
2025-03-22,14:01:23,Saturday,3.9,104.0,1
2025-03-22,14:01:30,Saturday,0.0,24.0,1
2025-03-22,14:01:36,Saturday,1.3,232.0,0
2025-03-22,14:01:42,Saturday,7.6,24.0,1
2025-03-22,14:01:48,Saturday,0.0,0.0,1
2025-03-22,14:01:54,Saturday,1.4,0.0,1
2025-03-22,14:02:00,Saturday,2.4,0.0,1
2025-03-22,14:02:06,Saturday,2.4,20.0,1
2025-03-22,14:02:12,Saturday,0.0,0.0,1
2025-03-22,14:02:18,Saturday,2.4,4.0,1
2025-03-22,14:02:25,Saturday,0.0,0.0,1
2025-03-22,14:02:31,Saturday,3.8,12.0,1
2025-03-22,14:02:37,Saturday,3.2,860.0,0
2025-03-22,14:02:43,Saturday,4.7,52.0,1
2025-03-22,14:02:49,Saturday,0.0,56.0,1
2025-03-22,14:02:55,Saturday,0.0,0.0,1
2025-03-22,14:03:01,Saturday,1.4,64.0,1
2025-03-22,14:03:07,Saturday,2.6,8.0,1
2025-03-22,14:03:13,Saturday,2.8,32.0,1
2025-03-22,14:03:19,Saturday,0.0,112.0,1
2025-03-22,14:03:26,Saturday,5.3,24.0,1
2025-03-22,14:03:32,Saturday,0.0,24.0,1
2025-03-22,14:03:38,Saturday,4.3,8.0,1
2025-03-22,14:03:44,Saturday,1.4,148.0,1
2025-03-22,14:03:50,Saturday,10.0,12.0,1
2025-03-22,14:03:56,Saturday,2.6,0.0,1
2025-03-22,14:04:02,Saturday,6.3,112.0,1
2025-03-22,14:04:08,Saturday,4.0,0.0,1
2025-03-22,14:04:14,Saturday,0.0,144.0,1
2025-03-22,14:04:21,Saturday,9.9,4.0,1
2025-03-22,14:04:27,Saturday,0.0,20.0,1
2025-03-22,14:04:33,Saturday,0.0,80.0,1
2025-03-22,14:04:39,Saturday,9.6,0.0,1
2025-03-22,14:04:45,Saturday,15.3,0.0,1
2025-03-22,14:04:51,Saturday,0.0,172.0,1
2025-03-22,14:04:57,Saturday,2.7,0.0,1
2025-03-22,14:05:03,Saturday,0.0,20.0,1
2025-03-22,14:05:09,Saturday,2.7,0.0,1
2025-03-22,14:05:16,Saturday,2.7,24.0,1
2025-03-22,14:05:22,Saturday,0.0,140.0,1
2025-03-22,14:05:28,Saturday,0.0,8.0,1
2025-03-22,14:05:34,Saturday,0.0,4.0,1
2025-03-22,14:05:40,Saturday,3.6,8.0,1
2025-03-22,14:05:46,Saturday,0.0,160.0,1
2025-03-22,14:05:52,Saturday,4.9,52.0,1
2025-03-22,14:05:58,Saturday,0.0,132.0,1
2025-03-22,14:06:04,Saturday,0.0,12.0,1
2025-03-22,14:06:11,Saturday,3.9,48.0,1
2025-03-22,14:06:17,Saturday,0.0,32.0,1
2025-03-22,14:06:23,Saturday,0.0,8.0,1
2025-03-22,14:06:29,Saturday,0.0,16.0,1
2025-03-22,14:06:35,Saturday,0.0,36.0,1
2025-03-22,14:06:41,Saturday,2.8,56.0,1
2025-03-22,14:06:47,Saturday,1.3,124.0,1
2025-03-22,14:06:53,Saturday,6.0,0.0,1
2025-03-22,14:06:59,Saturday,1.4,32.0,1
2025-03-22,14:07:05,Saturday,0.0,0.0,1
2025-03-22,14:07:12,Saturday,28.8,648.0,0
2025-03-22,14:07:18,Saturday,0.0,0.0,1
2025-03-22,14:07:24,Saturday,0.0,637.5,0
2025-03-22,14:07:30,Saturday,0.0,0.0,1
2025-03-22,14:07:36,Saturday,0.0,0.0,1
2025-03-22,14:07:42,Saturday,2.7,116.0,1
2025-03-22,14:07:48,Saturday,2.4,24.0,1
2025-03-22,14:07:54,Saturday,2.7,0.0,1
2025-03-22,14:08:00,Saturday,13.0,4984.0,0
2025-03-22,14:08:07,Saturday,1.2,4.0,1
2025-03-22,14:08:13,Saturday,2.7,40.0,1
2025-03-22,14:08:19,Saturday,0.0,28.0,1
2025-03-22,14:08:25,Saturday,0.0,8.0,1
2025-03-22,14:08:31,Saturday,2.4,168.0,1
2025-03-22,14:08:37,Saturday,3.7,0.0,1
2025-03-22,14:08:43,Saturday,12.7,136.0,1
2025-03-22,14:08:49,Saturday,0.0,204.0,0
2025-03-22,14:08:55,Saturday,0.0,24.0,1
2025-03-22,14:09:02,Saturday,0.0,20.0,1
2025-03-22,14:09:08,Saturday,0.0,176.0,1
2025-03-22,14:09:14,Saturday,3.6,0.0,1
2025-03-22,14:09:20,Saturday,6.0,204.0,0
2025-03-22,14:09:26,Saturday,5.3,0.0,1
2025-03-22,14:09:32,Saturday,0.0,44.0,1
2025-03-22,14:09:38,Saturday,3.5,4.0,1
2025-03-22,14:09:44,Saturday,1.4,0.0,1
2025-03-22,14:09:50,Saturday,3.7,0.0,1
2025-03-22,14:09:57,Saturday,0.0,0.0,1
2025-03-22,14:10:03,Saturday,0.0,120.0,1
2025-03-22,14:10:09,Saturday,0.0,8.0,1
2025-03-22,14:10:15,Saturday,1.4,0.0,1
2025-03-22,14:10:21,Saturday,4.8,100.0,1
2025-03-22,14:10:27,Saturday,0.0,0.0,1
2025-03-22,14:10:33,Saturday,4.1,140.0,1
2025-03-22,14:10:39,Saturday,0.0,152.0,1
2025-03-22,14:10:45,Saturday,7.1,8.0,1
2025-03-22,14:10:51,Saturday,0.0,52.0,1
2025-03-22,14:10:58,Saturday,0.0,0.0,1
2025-03-22,14:11:04,Saturday,6.9,4.0,1
2025-03-22,14:11:10,Saturday,0.0,16.0,1
2025-03-22,14:11:16,Saturday,4.9,124.0,1
2025-03-22,14:11:22,Saturday,10.3,152.0,1
2025-03-22,14:11:28,Saturday,0.0,620.0,0
2025-03-22,14:11:34,Saturday,0.0,60.0,1
2025-03-22,14:11:40,Saturday,0.0,36.0,1
2025-03-22,14:11:46,Saturday,13.9,12.0,1
2025-03-22,14:11:53,Saturday,7.7,24.0,1
2025-03-22,14:11:59,Saturday,7.1,148.0,1
2025-03-22,14:12:05,Saturday,2.4,20.0,1
2025-03-22,14:12:11,Saturday,15.8,0.0,1
2025-03-22,14:12:17,Saturday,7.8,16.0,1
2025-03-22,14:12:23,Saturday,2.7,160.0,1
2025-03-22,14:12:29,Saturday,14.3,92.0,1
2025-03-22,14:12:35,Saturday,1.4,0.0,1
2025-03-22,14:12:41,Saturday,5.4,4.0,1
2025-03-22,14:12:48,Saturday,2.7,0.0,1
2025-03-22,14:12:54,Saturday,1.3,0.0,1
2025-03-22,14:13:00,Saturday,8.6,0.0,1
2025-03-22,14:13:06,Saturday,0.0,0.0,1
2025-03-22,14:13:12,Saturday,2.6,0.0,1
2025-03-22,14:13:18,Saturday,4.9,12.0,1
2025-03-22,14:13:24,Saturday,0.0,12.0,1
2025-03-22,14:13:30,Saturday,0.0,4.0,1
2025-03-22,14:13:36,Saturday,0.0,28.0,1
2025-03-22,14:13:43,Saturday,29.5,16.0,0
2025-03-22,14:13:49,Saturday,1.2,124.0,1
2025-03-22,14:13:55,Saturday,0.0,0.0,1
2025-03-22,14:14:01,Saturday,0.0,236.0,0
2025-03-22,14:14:07,Saturday,0.0,4.0,1
2025-03-22,14:14:13,Saturday,0.0,40.0,1
2025-03-22,14:14:19,Saturday,2.7,88.0,1
2025-03-22,14:14:25,Saturday,7.0,28.0,1
2025-03-22,14:14:31,Saturday,0.0,4.0,1
2025-03-22,14:14:38,Saturday,0.0,0.0,1
2025-03-22,14:14:44,Saturday,0.0,12.0,1
2025-03-22,14:14:50,Saturday,2.7,80.0,1
2025-03-22,14:14:56,Saturday,0.0,0.0,1
2025-03-22,14:15:02,Saturday,3.7,24.0,1
2025-03-22,14:15:08,Saturday,4.9,0.0,1
2025-03-22,14:15:14,Saturday,0.0,12.0,1
2025-03-22,14:15:20,Saturday,3.6,0.0,1
2025-03-22,14:15:26,Saturday,14.5,240.0,0
2025-03-22,14:15:32,Saturday,0.0,0.0,1
2025-03-22,14:15:39,Saturday,0.0,0.0,1
2025-03-22,14:15:45,Saturday,0.0,12.0,1
2025-03-22,14:15:51,Saturday,4.3,8.0,1
2025-03-22,14:15:57,Saturday,0.0,0.0,1
2025-03-22,14:16:03,Saturday,6.0,20.0,1
2025-03-22,14:16:09,Saturday,1.4,124.0,1
2025-03-22,14:16:15,Saturday,0.0,36.0,1
2025-03-22,14:16:21,Saturday,1.4,40.0,1
2025-03-22,14:16:27,Saturday,7.0,28.0,1
2025-03-22,14:16:34,Saturday,0.0,40.0,1
2025-03-22,14:16:40,Saturday,0.0,112.0,1
2025-03-22,14:16:46,Saturday,0.0,24.0,1
2025-03-22,14:16:52,Saturday,3.6,32.0,1
2025-03-22,14:16:58,Saturday,0.0,104.0,1
2025-03-22,14:17:04,Saturday,0.0,0.0,1
2025-03-22,14:17:10,Saturday,0.0,176.0,1
2025-03-22,14:17:16,Saturday,0.0,0.0,1
2025-03-22,14:17:22,Saturday,2.8,16.0,1
2025-03-22,14:17:29,Saturday,0.0,0.0,1
2025-03-22,14:17:35,Saturday,0.0,44.0,1
2025-03-22,14:17:41,Saturday,5.3,136.0,1
2025-03-22,14:17:47,Saturday,4.1,136.0,1
2025-03-22,14:17:53,Saturday,2.4,0.0,1
2025-03-22,14:17:59,Saturday,0.0,4.0,1
2025-03-22,14:18:05,Saturday,0.0,92.0,1
2025-03-22,14:18:11,Saturday,0.0,20.0,1
2025-03-22,14:18:17,Saturday,1.2,0.0,1
2025-03-22,14:18:23,Saturday,2.8,20.0,1
2025-03-22,14:18:30,Saturday,0.0,0.0,1
2025-03-22,14:18:36,Saturday,0.0,116.0,1
2025-03-22,14:18:42,Saturday,0.0,28.0,1
2025-03-22,14:18:48,Saturday,2.4,8.0,1
2025-03-22,14:18:54,Saturday,3.3,84.0,1
2025-03-22,14:19:00,Saturday,2.7,736.0,0
2025-03-22,14:19:06,Saturday,1.2,104.0,1
2025-03-22,14:19:12,Saturday,2.5,12.0,1
2025-03-22,14:19:18,Saturday,0.0,32.0,1
2025-03-22,14:19:25,Saturday,1.2,104.0,1
2025-03-22,14:19:31,Saturday,6.8,136.0,1
2025-03-22,14:19:37,Saturday,0.0,204.0,0
2025-03-22,14:19:43,Saturday,2.7,32.0,1
2025-03-22,14:19:49,Saturday,0.0,0.0,1
2025-03-22,14:19:55,Saturday,2.4,28.0,1
2025-03-22,14:20:01,Saturday,0.0,160.0,1
2025-03-22,14:20:07,Saturday,0.0,4.0,1
2025-03-22,14:20:13,Saturday,0.0,0.0,1
2025-03-22,14:20:20,Saturday,0.0,4.0,1
2025-03-22,14:20:26,Saturday,2.7,12.0,1
2025-03-22,14:20:32,Saturday,0.0,224.0,0
2025-03-22,14:20:38,Saturday,0.0,0.0,1
2025-03-22,14:20:44,Saturday,0.0,4.0,1
2025-03-22,14:20:50,Saturday,0.0,0.0,1
2025-03-22,14:20:56,Saturday,3.1,8.0,1
2025-03-22,14:21:02,Saturday,0.0,196.0,1
2025-03-22,14:21:08,Saturday,0.0,4.0,1
2025-03-22,14:21:15,Saturday,0.0,0.0,1
2025-03-22,14:21:21,Saturday,0.0,32.0,1
2025-03-22,14:21:27,Saturday,1.4,8.0,1
2025-03-22,14:21:33,Saturday,3.9,152.0,1
2025-03-22,14:21:39,Saturday,0.0,52.0,1
2025-03-22,14:21:45,Saturday,0.0,4.0,1
2025-03-22,14:21:51,Saturday,3.9,100.0,1
2025-03-22,14:21:57,Saturday,2.4,132.0,1
2025-03-22,14:22:03,Saturday,0.0,96.0,1
2025-03-22,14:22:09,Saturday,1.4,20.0,1
2025-03-22,14:22:16,Saturday,0.0,16.0,1
2025-03-22,14:22:22,Saturday,1.4,52.0,1
2025-03-22,14:22:28,Saturday,4.2,120.0,1
2025-03-22,14:22:34,Saturday,0.0,0.0,1
2025-03-22,14:22:40,Saturday,0.0,40.0,1
2025-03-22,14:22:46,Saturday,0.0,0.0,1
2025-03-22,14:22:52,Saturday,1.4,40.0,1
2025-03-22,14:22:58,Saturday,1.6,0.0,1
2025-03-22,14:23:04,Saturday,1.3,60.0,1
2025-03-22,14:23:11,Saturday,5.7,0.0,1
2025-03-22,14:23:17,Saturday,0.0,4.0,1
2025-03-22,14:23:23,Saturday,1.2,112.0,1
2025-03-22,14:23:29,Saturday,2.4,12.0,1
2025-03-22,14:23:35,Saturday,0.0,0.0,1
2025-03-22,14:23:41,Saturday,3.6,8.0,1
2025-03-22,14:23:47,Saturday,0.0,52.0,1
2025-03-22,14:23:53,Saturday,2.7,88.0,1
2025-03-22,14:23:59,Saturday,6.3,128.0,1
2025-03-22,14:24:06,Saturday,0.0,24.0,1
2025-03-22,14:24:12,Saturday,0.0,4.0,1
2025-03-22,14:24:18,Saturday,1.4,156.0,1
2025-03-22,14:24:24,Saturday,0.0,24.0,1
2025-03-22,14:24:30,Saturday,7.3,72.0,1
2025-03-22,14:24:36,Saturday,0.0,64.0,1
2025-03-22,14:24:42,Saturday,0.0,4.0,1
2025-03-22,14:24:48,Saturday,0.0,156.0,1
2025-03-22,14:24:54,Saturday,0.0,36.0,1
2025-03-22,14:25:01,Saturday,2.8,136.0,1
2025-03-22,14:25:07,Saturday,12.0,8.0,1
2025-03-22,14:25:13,Saturday,9.2,36.0,1
2025-03-22,14:25:19,Saturday,1.2,0.0,1
2025-03-22,14:25:25,Saturday,3.4,200.0,0
2025-03-22,14:25:31,Saturday,9.2,0.0,1
2025-03-22,14:25:37,Saturday,1.3,16.0,1
2025-03-22,14:25:43,Saturday,0.0,96.0,1
2025-03-22,14:25:49,Saturday,0.0,12.0,1
2025-03-22,14:25:56,Saturday,7.9,24.0,1
2025-03-22,14:26:02,Saturday,2.5,68.0,1
2025-03-22,14:26:08,Saturday,2.7,0.0,1
2025-03-22,14:26:14,Saturday,0.0,128.0,1
2025-03-22,14:26:20,Saturday,1.4,0.0,1
2025-03-22,14:26:26,Saturday,0.0,4.0,1
2025-03-22,14:26:32,Saturday,1.2,0.0,1
2025-03-22,14:26:38,Saturday,5.0,12.0,1
2025-03-22,14:26:44,Saturday,6.5,0.0,1
2025-03-22,14:26:50,Saturday,0.0,8.0,1
2025-03-22,14:26:57,Saturday,0.0,16.0,1
2025-03-22,14:27:03,Saturday,1.2,116.0,1
2025-03-22,14:27:09,Saturday,5.3,12.0,1
2025-03-22,14:27:15,Saturday,0.0,4.0,1
2025-03-22,14:27:21,Saturday,0.0,76.0,1
2025-03-22,14:27:27,Saturday,0.0,4.0,1
2025-03-22,14:27:33,Saturday,8.2,72.0,1
2025-03-22,14:27:39,Saturday,4.9,112.0,1
2025-03-22,14:27:45,Saturday,5.6,28.0,1
2025-03-22,14:27:52,Saturday,10.6,244.0,0
2025-03-22,14:27:58,Saturday,0.0,20.0,1
2025-03-22,14:28:04,Saturday,4.1,0.0,1
2025-03-22,14:28:10,Saturday,2.7,136.0,1
2025-03-22,14:28:16,Saturday,2.5,132.0,1
2025-03-22,14:28:22,Saturday,0.0,4.0,1
2025-03-22,14:28:28,Saturday,4.8,0.0,1
2025-03-22,14:28:34,Saturday,2.3,768.0,0
2025-03-22,14:28:40,Saturday,2.7,0.0,1
2025-03-22,14:28:47,Saturday,0.0,4.0,1
2025-03-22,14:28:53,Saturday,0.0,0.0,1
2025-03-22,14:28:59,Saturday,2.8,4.0,1
2025-03-22,14:29:05,Saturday,2.7,88.0,1
2025-03-22,14:29:11,Saturday,11.0,44.0,1
2025-03-22,14:29:17,Saturday,0.0,0.0,1
2025-03-22,14:29:23,Saturday,2.8,4.0,1
2025-03-22,14:29:29,Saturday,0.0,24.0,1
2025-03-22,14:29:35,Saturday,1.3,44.0,1
2025-03-22,14:29:42,Saturday,100.0,72.0,0
2025-03-22,14:29:48,Saturday,3.6,8.0,1
2025-03-22,14:29:54,Saturday,4.9,24.0,1
2025-03-22,14:30:00,Saturday,0.0,36.0,1
2025-03-22,14:30:06,Saturday,2.5,24.0,1
2025-03-22,14:30:12,Saturday,0.0,8.0,1
2025-03-22,14:30:18,Saturday,2.4,48.0,1
2025-03-22,14:30:24,Saturday,0.0,8.0,1
2025-03-22,14:30:30,Saturday,0.0,16.0,1
2025-03-22,14:30:36,Saturday,6.8,88.0,1
2025-03-22,14:30:43,Saturday,0.0,24.0,1
2025-03-22,14:30:49,Saturday,0.0,0.0,1
2025-03-22,14:30:55,Saturday,0.0,4.0,1
2025-03-22,14:31:01,Saturday,0.0,0.0,1
2025-03-22,14:31:07,Saturday,3.8,144.0,1
2025-03-22,14:31:13,Saturday,0.0,0.0,1
2025-03-22,14:31:19,Saturday,4.1,4.0,1
2025-03-22,14:31:25,Saturday,0.0,0.0,1
2025-03-22,14:31:31,Saturday,4.9,212.0,0
2025-03-22,14:31:38,Saturday,2.5,0.0,1
2025-03-22,14:31:44,Saturday,0.0,92.0,1
2025-03-22,14:31:50,Saturday,1.2,0.0,1
2025-03-22,14:31:56,Saturday,0.0,4.0,1
2025-03-22,14:32:02,Saturday,2.6,112.0,1
2025-03-22,14:32:08,Saturday,1.3,24.0,1
2025-03-22,14:32:14,Saturday,0.0,212.0,0
2025-03-22,14:32:20,Saturday,2.7,4.0,1
2025-03-22,14:32:26,Saturday,0.0,0.0,1
2025-03-22,14:32:33,Saturday,2.7,152.0,1
2025-03-22,14:32:39,Saturday,6.8,16.0,1
2025-03-22,14:32:45,Saturday,2.5,8.0,1
2025-03-22,14:32:51,Saturday,0.0,32.0,1
2025-03-22,14:32:57,Saturday,0.0,184.0,1
2025-03-22,14:33:03,Saturday,0.0,168.0,1
2025-03-22,14:33:09,Saturday,2.6,8.0,1
2025-03-22,14:33:15,Saturday,1.4,20.0,1
2025-03-22,14:33:21,Saturday,0.0,0.0,1
2025-03-22,14:33:28,Saturday,8.1,12.0,1
2025-03-22,14:33:34,Saturday,7.8,0.0,1
2025-03-22,14:33:40,Saturday,1.4,16.0,1
2025-03-22,14:33:46,Saturday,2.4,12.0,1
2025-03-22,14:33:52,Saturday,26.8,524.0,0
2025-03-22,14:33:58,Saturday,3.9,100.0,1
2025-03-22,14:34:04,Saturday,0.0,44.0,1
2025-03-22,14:34:10,Saturday,3.2,0.0,1
2025-03-22,14:34:16,Saturday,2.7,76.0,1
2025-03-22,14:34:23,Saturday,0.0,328.0,0
2025-03-22,14:34:29,Saturday,0.0,124.0,1
2025-03-22,14:34:35,Saturday,1.2,0.0,1
2025-03-22,14:34:41,Saturday,4.8,124.0,1
2025-03-22,14:34:47,Saturday,2.6,0.0,1
2025-03-22,14:34:53,Saturday,0.0,156.0,1
2025-03-22,14:34:59,Saturday,0.0,172.0,1
2025-03-22,14:35:05,Saturday,1.3,4.0,1
2025-03-22,14:35:11,Saturday,1.3,0.0,1
2025-03-22,14:35:17,Saturday,0.0,4.0,1
2025-03-22,14:35:24,Saturday,7.1,144.0,1
2025-03-22,14:35:30,Saturday,4.8,228.0,0
2025-03-22,14:35:36,Saturday,5.4,56.0,1
2025-03-22,14:35:42,Saturday,1.2,4.0,1
2025-03-22,14:35:48,Saturday,0.0,48.0,1
2025-03-22,14:35:54,Saturday,6.1,12.0,1
2025-03-22,14:36:00,Saturday,0.0,60.0,1
2025-03-22,14:36:06,Saturday,1.2,0.0,1
2025-03-22,14:36:12,Saturday,5.2,24.0,1
2025-03-22,14:36:19,Saturday,0.0,0.0,1
2025-03-22,14:36:25,Saturday,5.3,4.0,1
2025-03-22,14:36:31,Saturday,0.0,128.0,1
2025-03-22,14:36:37,Saturday,1.4,0.0,1
2025-03-22,14:36:43,Saturday,1.4,104.0,1
2025-03-22,14:36:49,Saturday,0.0,4.0,1
2025-03-22,14:36:55,Saturday,0.0,96.0,1
2025-03-22,14:37:01,Saturday,1.4,32.0,1
2025-03-22,14:37:07,Saturday,2.3,0.0,1
2025-03-22,14:37:14,Saturday,1.2,28.0,1
2025-03-22,14:37:20,Saturday,1.4,112.0,1
2025-03-22,14:37:26,Saturday,7.6,16.0,1
2025-03-22,14:37:32,Saturday,0.0,0.0,1
2025-03-22,14:37:38,Saturday,0.0,0.0,1
2025-03-22,14:37:44,Saturday,4.8,108.0,1
2025-03-22,14:37:50,Saturday,1.4,16.0,1
2025-03-22,14:37:56,Saturday,0.0,12.0,1
2025-03-22,14:38:02,Saturday,4.9,32.0,1
2025-03-22,14:38:09,Saturday,0.0,52.0,1
2025-03-22,14:38:15,Saturday,2.5,56.0,1
2025-03-22,14:38:21,Saturday,0.0,48.0,1
2025-03-22,14:38:27,Saturday,0.0,8.0,1
2025-03-22,14:38:33,Saturday,2.4,28.0,1
2025-03-22,14:38:39,Saturday,0.0,0.0,1
2025-03-22,14:38:45,Saturday,2.8,104.0,1
2025-03-22,14:38:51,Saturday,4.2,0.0,1
2025-03-22,14:38:57,Saturday,0.0,12.0,1
2025-03-22,14:39:03,Saturday,0.0,0.0,1
2025-03-22,14:39:10,Saturday,1.2,0.0,1
2025-03-22,14:39:16,Saturday,2.8,132.0,1
2025-03-22,14:39:22,Saturday,0.0,64.0,1
2025-03-22,14:39:28,Saturday,1.2,12.0,1
2025-03-22,14:39:34,Saturday,0.0,64.0,1
2025-03-22,14:39:40,Saturday,0.0,116.0,1
2025-03-22,14:39:46,Saturday,5.5,0.0,1
2025-03-22,14:39:52,Saturday,0.0,0.0,1
2025-03-22,14:39:58,Saturday,2.7,24.0,1
2025-03-22,14:40:05,Saturday,4.1,0.0,1
2025-03-22,14:40:11,Saturday,3.1,104.0,1
2025-03-22,14:40:17,Saturday,7.6,28.0,1
2025-03-22,14:40:23,Saturday,1.3,180.0,1
2025-03-22,14:40:29,Saturday,2.4,44.0,1
2025-03-22,14:40:35,Saturday,2.7,104.0,1
2025-03-22,14:40:41,Saturday,1.3,116.0,1
2025-03-22,14:40:47,Saturday,4.8,12.0,1
2025-03-22,14:40:53,Saturday,2.7,84.0,1
2025-03-22,14:41:00,Saturday,10.9,28.0,1
2025-03-22,14:41:06,Saturday,3.6,16.0,1
2025-03-22,14:41:12,Saturday,4.7,4.0,1
2025-03-22,14:41:18,Saturday,3.8,52.0,1
2025-03-22,14:41:24,Saturday,0.0,212.0,0
2025-03-22,14:41:30,Saturday,0.0,308.0,0
2025-03-22,14:41:36,Saturday,0.0,4.0,1
2025-03-22,14:41:42,Saturday,1.4,12.0,1
2025-03-22,14:41:48,Saturday,2.7,0.0,1
2025-03-22,14:41:55,Saturday,0.0,0.0,1
2025-03-22,14:42:01,Saturday,1.0,104.0,1
2025-03-22,14:42:07,Saturday,4.2,8.0,1
2025-03-22,14:42:13,Saturday,2.6,0.0,1
2025-03-22,14:42:19,Saturday,2.8,132.0,1
2025-03-22,14:42:25,Saturday,0.0,0.0,1
2025-03-22,14:42:31,Saturday,1.2,136.0,1
2025-03-22,14:42:37,Saturday,0.0,16.0,1
2025-03-22,14:42:43,Saturday,1.2,24.0,1
2025-03-22,14:42:49,Saturday,7.1,24.0,1
2025-03-22,14:42:56,Saturday,1.3,144.0,1
2025-03-22,14:43:02,Saturday,1.2,44.0,1
2025-03-22,14:43:08,Saturday,0.0,128.0,1
2025-03-22,14:43:14,Saturday,5.9,40.0,1
2025-03-22,14:43:20,Saturday,2.7,16.0,1
2025-03-22,14:43:26,Saturday,10.5,188.0,1
2025-03-22,14:43:32,Saturday,0.0,208.0,0
2025-03-22,14:43:38,Saturday,0.0,164.0,1
2025-03-22,14:43:44,Saturday,0.0,60.0,1
2025-03-22,14:43:51,Saturday,2.5,60.0,1
2025-03-22,14:43:57,Saturday,0.0,132.0,1
2025-03-22,14:44:03,Saturday,5.2,28.0,1
2025-03-22,14:44:09,Saturday,0.0,0.0,1
2025-03-22,14:44:15,Saturday,1.2,24.0,1
2025-03-22,14:44:21,Saturday,1.3,0.0,1
2025-03-22,14:44:27,Saturday,0.0,96.0,1
2025-03-22,14:44:33,Saturday,0.0,0.0,1
2025-03-22,14:44:39,Saturday,0.0,0.0,1
2025-03-22,14:44:46,Saturday,2.4,0.0,1
2025-03-22,14:44:52,Saturday,1.4,112.0,1
2025-03-22,14:44:58,Saturday,0.0,0.0,1
2025-03-22,14:45:04,Saturday,0.0,0.0,1
2025-03-22,14:45:10,Saturday,3.9,80.0,1
2025-03-22,14:45:16,Saturday,0.0,4.0,1
2025-03-22,14:45:22,Saturday,1.3,4.0,1
2025-03-22,14:45:28,Saturday,0.0,0.0,1
